attack_id,card_id,card_name,move_name,energies,energy_cost_count,damage,damage_per_energy,text,csv_cost_text,csv_damage_text
957,661,Numel,Call for Family,FIRE,1,0,0.0,"Search your deck for up to 2 Basic Pokémon and put them onto your Bench. Then, shuffle your deck.",{R},n/a
958,661,Numel,Flare,FIRE;COLORLESS;COLORLESS,3,30,10.0,,{R}●●,30
959,662,Mega Camerupt ex,Roasting Heat,FIRE,1,80,80.0,"If your opponent’s Active Pokémon is Burned, this attack does 160 more damage.",{R},80
960,662,Mega Camerupt ex,Volcanic Meteor,FIRE;COLORLESS;COLORLESS;COLORLESS,4,280,70.0,Discard 2 Energy from this Pokémon.,{R}●●●,280
961,663,Volcanion,Singe,FIRE,1,0,0.0,Your opponent’s Active Pokémon is now Burned.,{R},n/a
962,663,Volcanion,Backfire,FIRE;FIRE;COLORLESS,3,130,43.33,Put 2 {R} Energy attached to this Pokémon into your hand.,{R}{R}●,130
963,664,Scorbunny,Wild Kick,COLORLESS,1,30,30.0,"Flip a coin. If tails, this attack does nothing.",●,30
964,665,Raboot,Jumping Kick,COLORLESS,1,0,0.0,This attack does 40 damage to 1 of your opponent’s Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),●,n/a
965,666,Cinderace,Turbo Flare,COLORLESS,1,50,50.0,"Search your deck for up to 3 Basic Energy cards and attach them to your Benched Pokémon in any way you like. Then, shuffle your deck.",●,50
966,667,Corphish,Vise Grip,COLORLESS,1,10,10.0,,●,10
967,667,Corphish,Take Down,COLORLESS;COLORLESS,2,30,15.0,This Pokémon also does 10 damage to itself.,●●,30
968,668,Gimmighoul,Slap,COLORLESS,1,10,10.0,,●,10
969,669,Sandshrew,Dig Claws,COLORLESS,1,10,10.0,,●,10
970,669,Sandshrew,Mud-Slap,FIGHTING;COLORLESS,2,20,10.0,,{F}●,20
971,670,Sandslash,Sand Attack,COLORLESS;COLORLESS,2,50,25.0,"During your opponent’s next turn, if the Defending Pokémon tries to use an attack, your opponent flips a coin. If tails, that attack doesn’t happen.",●●,50
972,670,Sandslash,Mud Shot,FIGHTING;COLORLESS;COLORLESS,3,100,33.33,,{F}●●,100
973,671,Onix,Bind,COLORLESS;COLORLESS,2,30,15.0,"Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed.",●●,30
974,671,Onix,Strength,COLORLESS;COLORLESS;COLORLESS;COLORLESS,4,100,25.0,,●●●●,100
975,672,Tyrogue,Pow-Pow Punching,,0,10,,Flip a coin until you get tails. This attack does 30 more damage for each heads.,No cost,10
976,673,Makuhita,Corkscrew Punch,FIGHTING,1,10,10.0,,{F},10
977,673,Makuhita,Confront,FIGHTING;FIGHTING,2,30,15.0,,{F}{F},30
978,674,Hariyama,Wild Press,FIGHTING;FIGHTING;FIGHTING,3,210,70.0,This Pokémon also does 70 damage to itself.,{F}{F}{F},210
979,675,Lunatone,Power Gem,FIGHTING;FIGHTING,2,50,25.0,,{F}{F},50
980,676,Solrock,Cosmic Beam,FIGHTING,1,70,70.0,"If you don’t have Lunatone on your Bench, this attack does nothing. This attack’s damage isn’t affected by Weakness or Resistance.",{F},70
981,677,Riolu,Accelerating Stab,FIGHTING,1,30,30.0,"During your next turn, this Pokémon can’t use Accelerating Stab.",{F},30
982,678,Mega Lucario ex,Aura Jab,FIGHTING,1,130,130.0,Attach up to 3 Basic {F} Energy cards from your discard pile to your Benched Pokémon in any way you like.,{F},130
983,678,Mega Lucario ex,Mega Brave,FIGHTING;FIGHTING,2,270,135.0,"During your next turn, this Pokémon can’t use Mega Brave.",{F}{F},270
984,679,Croagunk,Smack,FIGHTING,1,20,20.0,,{F},20
985,680,Toxicroak,Reckless Charge,FIGHTING,1,70,70.0,This Pokémon also does 20 damage to itself.,{F},70
986,681,Marshadow,Shadowy Side Kick,FIGHTING;FIGHTING,2,60,30.0,"If your opponent’s Pokémon is Knocked Out by damage from this attack, during your opponent’s next turn, prevent all damage from and effects of attacks done to this Pokémon.",{F}{F},60
987,682,Stonjourner,Stony Kick,FIGHTING,1,20,20.0,This attack also does 20 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),{F},20
988,682,Stonjourner,Boundless Power,FIGHTING;FIGHTING;COLORLESS,3,140,46.67,"During your next turn, this Pokémon can’t use attacks.",{F}{F}●,140
989,683,Nacli,Ram,COLORLESS,1,10,10.0,,●,10
990,684,Naclstack,Rock Hurl,FIGHTING;COLORLESS,2,50,25.0,This attack’s damage isn’t affected by Resistance.,{F}●,50
991,685,Garganacl,Hammer In,FIGHTING;FIGHTING;COLORLESS,3,130,43.33,,{F}{F}●,130
992,686,Crawdaunt,Vise Grip,COLORLESS,1,30,30.0,,●,30
993,686,Crawdaunt,Cutting Riposte,DARKNESS;DARKNESS;COLORLESS,3,130,43.33,"If this Pokémon has any damage counters on it, this attack can be used for {D}.",{D}{D}●,130
994,687,Mega Absol ex,Terminal Period,DARKNESS;COLORLESS,2,0,0.0,"If your opponent’s Active Pokémon has exactly 6 damage counters on it, that Pokémon is Knocked Out.",{D}●,n/a
995,687,Mega Absol ex,Claw of Darkness,DARKNESS;DARKNESS;COLORLESS,3,200,66.67,"Your opponent reveals their hand, and you discard a card you find there.",{D}{D}●,200
996,688,Spiritomb,Mountain Breaker,DARKNESS,1,10,10.0,Discard the top card of your opponent’s deck.,{D},10
997,689,Yveltal,Clutch,DARKNESS,1,20,20.0,"During your opponent’s next turn, the Defending Pokémon can’t retreat.",{D},20
998,689,Yveltal,Dark Feather,DARKNESS;DARKNESS;COLORLESS,3,110,36.67,,{D}{D}●,110
999,690,Nickit,Darkness Fang,DARKNESS,1,20,20.0,,{D},20
1000,691,Thievul,Greedy Hunt,COLORLESS,1,20,20.0,You may draw cards until you have 6 cards in your hand.,●,20
1001,691,Thievul,Pitch-Black Fangs,DARKNESS;COLORLESS,2,60,30.0,,{D}●,60
1002,692,Shroodle,Poison Jab,DARKNESS;COLORLESS,2,20,10.0,Your opponent’s Active Pokémon is now Poisoned.,{D}●,20
1003,693,Grafaiai,Miraculous Paint,DARKNESS;COLORLESS,2,90,45.0,"Flip a coin. If heads, choose a Special Condition. Your opponent’s Active Pokémon is now affected by that Special Condition.",{D}●,90
1004,694,Steelix,Welcoming Tail,COLORLESS;COLORLESS,2,40,20.0,"If you have exactly 6 Prize cards remaining, this attack does 200 more damage.",●●,40
1005,694,Steelix,Skull Bash,METAL;METAL;COLORLESS;COLORLESS,4,140,35.0,,{M}{M}●●,140
1006,695,Mega Mawile ex,Gobble Down,METAL;METAL,2,0,0.0,This attack does 80 damage for each Prize card you have taken.,{M}{M},80×
1007,695,Mega Mawile ex,Huge Bite,METAL;METAL;COLORLESS,3,260,86.67,"If your opponent’s Active Pokémon already has any damage counters on it, this attack’s base damage is 30.",{M}{M}●,260
1008,696,Dialga,Beam,METAL,1,30,30.0,,{M},30
1009,696,Dialga,Chrono Burst,METAL;METAL;COLORLESS,3,80,26.67,You may shuffle all Energy attached to this Pokémon into your deck and have this attack do 80 more damage.,{M}{M}●,80
1010,697,Tinkatink,Beat,METAL,1,20,20.0,,{M},20
1011,698,Tinkatuff,Light Punch,METAL,1,30,30.0,,{M},30
1012,699,Tinkaton,Windup Swing,METAL,1,240,240.0,This attack does 60 less damage for each Energy attached to your opponent’s Active Pokémon.,{M},-240
1013,700,Gholdengo,All-You-Can-Grab,COLORLESS,1,0,0.0,"Flip a coin until you get tails. Search your deck for a number of cards up to the number of heads and put them into your hand. Then, shuffle your deck.",●,n/a
1014,700,Gholdengo,Speed Attack,METAL;COLORLESS;COLORLESS,3,100,33.33,,{M}●●,100
1015,701,Spearow,Pluck,COLORLESS,1,10,10.0,"Before doing damage, discard all Pokémon Tools from your opponent’s Active Pokémon.",●,10
1016,702,Fearow,Repeating Drill,COLORLESS,1,0,0.0,Flip 5 coins. This attack does 30 damage for each heads.,●,30×
1017,703,Miltank,Bellyful of Milk,COLORLESS;COLORLESS,2,0,0.0,"Flip 2 coins. If both of them are heads, heal all damage from 1 of your Pokémon.",●●,n/a
1018,703,Miltank,Tackle,COLORLESS;COLORLESS;COLORLESS,3,60,20.0,,●●●,60
1019,704,Yungoos,Collect,COLORLESS,1,0,0.0,Draw a card.,●,n/a
1020,704,Yungoos,Gnaw,COLORLESS;COLORLESS,2,20,10.0,,●●,20
1021,705,Gumshoos,Bite,COLORLESS;COLORLESS,2,50,25.0,,●●,50
1022,706,Tangela,Poison Powder,GRASS,1,0,0.0,Your opponent’s Active Pokémon is now Poisoned.,{G},n/a
1023,706,Tangela,Hook,GRASS;COLORLESS;COLORLESS,3,30,10.0,,{G}●●,30
1024,707,Tangrowth,Absorb,GRASS;COLORLESS,2,30,15.0,Heal 30 damage from this Pokémon.,{G}●,30
1025,707,Tangrowth,Pumped-Up Whip,GRASS;GRASS;COLORLESS;COLORLESS,4,120,30.0,"If this Pokémon has at least 2 extra Energy attached (in addition to this attack’s cost), this attack does 140 more damage.",{G}{G}●●,120
1026,708,Chikorita,Razor Leaf,GRASS,1,20,20.0,,{G},20
1027,709,Bayleef,Push Down,GRASS;COLORLESS,2,50,25.0,Switch out your opponent’s Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.),{G}●,50
1028,710,Meganium,Solar Beam,GRASS;GRASS;COLORLESS;COLORLESS,4,140,35.0,,{G}{G}●●,140
1029,711,Shuckle,Rollout,GRASS;COLORLESS,2,30,15.0,,{G}●,30
1030,712,Nincada,Scratch,COLORLESS,1,20,20.0,,●,20
1031,713,Ninjask,U-turn,GRASS;COLORLESS,2,90,45.0,Switch this Pokémon with 1 of your Benched Pokémon.,{G}●,90
1032,714,Dhelmise,Earthen Power,GRASS;COLORLESS,2,30,15.0,"If you have a Stadium in play, this attack does 50 more damage.",{G}●,30
1033,715,Litleo,Flare,FIRE;COLORLESS,2,30,15.0,,{R}●,30
1034,716,Pyroar,Searing Flame,FIRE;COLORLESS;COLORLESS,3,70,23.33,Your opponent’s Active Pokémon is now Burned.,{R}●●,70
1035,717,Sizzlipede,Ram,FIRE,1,10,10.0,,{R},10
1036,717,Sizzlipede,Combustion,FIRE;FIRE;COLORLESS,3,50,16.67,,{R}{R}●,50
1037,718,Centiskorch,Coiling Crush,COLORLESS;COLORLESS,2,50,25.0,"Flip 2 coins. For each heads, discard an Energy from your opponent’s Active Pokémon.",●●,50
1038,718,Centiskorch,Heat Crawler,FIRE;FIRE;COLORLESS;COLORLESS,4,140,35.0,,{R}{R}●●,140
1039,719,Chi-Yu,Scorching Earth,FIRE,1,40,40.0,"If your opponent has a Stadium in play, discard it. If you do, your opponent can’t play any Stadium cards from their hand during their next turn.",{R},40
1040,720,Mantine,Call for Family,COLORLESS,1,0,0.0,"Search your deck for up to 2 Basic Pokémon and put them onto your Bench. Then, shuffle your deck.",●,n/a
1041,720,Mantine,Waterfall,WATER;COLORLESS,2,50,25.0,,{W}●,50
1042,721,Kyogre,Riptide,WATER,1,0,0.0,"This attack does 20 damage for each Basic {W} Energy card in your discard pile. Then, shuffle those cards into your deck.",{W},20×
1043,721,Kyogre,Swirling Waves,WATER;WATER;COLORLESS,3,130,43.33,Discard 2 Energy from this Pokémon.,{W}{W}●,130
1044,722,Snover,Beat,WATER,1,10,10.0,,{W},10
1045,722,Snover,Icy Snow,WATER;WATER,2,30,15.0,,{W}{W},30
1046,723,Mega Abomasnow ex,Hammer-lanche,WATER;WATER,2,0,0.0,"Discard the top 6 cards of your deck, and this attack does 100 damage for each Basic {W} Energy card that you discarded in this way.",{W}{W},100×
1047,723,Mega Abomasnow ex,Frost Barrier,WATER;WATER;WATER,3,200,66.67,"During your opponent’s next turn, this Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance).",{W}{W}{W},200
1048,724,Clauncher,Wave Splash,WATER;WATER,2,50,25.0,,{W}{W},50
1049,725,Clawitzer,Aqua Launcher,WATER;WATER;WATER,3,210,70.0,Discard all Energy from this Pokémon.,{W}{W}{W},210
1050,726,Sobble,Surprise Attack,WATER,1,30,30.0,"Flip a coin. If tails, this attack does nothing.",{W},30
1051,727,Drizzile,Double Stab,WATER,1,0,0.0,Flip 2 coins. This attack does 30 damage for each heads.,{W},30×
1052,728,Inteleon,Bring Down,WATER,1,0,0.0,"Choose a Pokémon in play (yours or your opponent’s) that has the least HP remaining, except for this Pokémon, and it is Knocked Out.",{W},n/a
1053,728,Inteleon,Water Shot,WATER,1,110,110.0,Discard an Energy from this Pokémon.,{W},110
1054,729,Snom,Hide,WATER,1,0,0.0,"Flip a coin. If heads, during your opponent’s next turn, prevent all damage from and effects of attacks done to this Pokémon.",{W},n/a
1055,730,Frosmoth,Chilling Wings,WATER,1,0,0.0,This attack does 20 damage to each of your opponent’s Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.) Your opponent’s Active Pokémon is now Asleep.,{W},n/a
1056,731,Eiscue,Freezing Headbutt,COLORLESS,1,20,20.0,"Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed.",●,20
1057,731,Eiscue,Tackle,WATER;COLORLESS;COLORLESS,3,90,30.0,,{W}●●,90
1058,732,Magnemite,Beam,LIGHTNING,1,10,10.0,,{L},10
1059,733,Magneton,Thunder Shock,LIGHTNING,1,30,30.0,"Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed.",{L},30
1060,734,Magnezone,Upper Spark,LIGHTNING,1,50,50.0,"If this Pokémon evolved from Magneton during this turn, this attack does 120 more damage.",{L},50
1061,734,Magnezone,Flashing Bolt,LIGHTNING;LIGHTNING,2,160,80.0,"During your next turn, this Pokémon can’t use Flashing Bolt.",{L}{L},160
1062,735,Raikou,Electro Fall,LIGHTNING;LIGHTNING,2,30,15.0,"If you have at least 4 {L} Energy in play, this attack does 90 more damage.",{L}{L},30
1063,736,Electrike,Thunder Jolt,LIGHTNING,1,30,30.0,This Pokémon also does 10 damage to itself.,{L},30
1064,737,Mega Manectric ex,Flash Ray,LIGHTNING;LIGHTNING,2,120,60.0,"During your opponent’s next turn, prevent all damage done to this Pokémon by attacks from Basic Pokémon.",{L}{L},120
1065,737,Mega Manectric ex,Riotous Blasting,LIGHTNING;LIGHTNING;LIGHTNING,3,200,66.67,You may discard all Energy from this Pokémon and have this attack do 130 more damage.,{L}{L}{L},200
1066,738,Pachirisu,Electrified Incisors,LIGHTNING,1,10,10.0,"During your opponent’s next turn, whenever they attach an Energy card from their hand to the Defending Pokémon, place 8 damage counters on that Pokémon.",{L},10
1067,739,Helioptile,Double Scratch,COLORLESS,1,0,0.0,Flip 2 coins. This attack does 10 damage for each heads.,●,10×
1068,740,Heliolisk,Dazzle Blast,COLORLESS,1,20,20.0,Your opponent’s Active Pokémon is now Confused.,●,20
1069,740,Heliolisk,Head Bolt,LIGHTNING;COLORLESS,2,70,35.0,,{L}●,70
1070,741,Abra,Teleportation Attack,PSYCHIC,1,10,10.0,Switch this Pokémon with 1 of your Benched Pokémon.,{P},10
1071,742,Kadabra,Super Psy Bolt,PSYCHIC,1,30,30.0,,{P},30
1072,743,Alakazam,Powerful Hand,PSYCHIC,1,0,0.0,Place 2 damage counters on your opponent’s Active Pokémon for each card in your hand.,{P},n/a
1073,744,Jynx,Psychic,PSYCHIC;PSYCHIC,2,30,15.0,This attack does 30 more damage for each Energy attached to your opponent’s Active Pokémon.,{P}{P},30
1074,745,Ralts,Collect,COLORLESS,1,0,0.0,Draw a card.,●,n/a
1075,745,Ralts,Headbutt,PSYCHIC,1,10,10.0,,{P},10
1076,746,Kirlia,Call Sign,PSYCHIC,1,0,0.0,"Search your deck for up to 3 Pokémon, reveal them, and put them into your hand. Then, shuffle your deck.",{P},n/a
1077,746,Kirlia,Psyshot,PSYCHIC,1,30,30.0,,{P},30
1078,747,Mega Gardevoir ex,Overflowing Wishes,PSYCHIC,1,0,0.0,"For each of your Benched Pokémon, search your deck for a Basic {P} Energy card and attach it to that Pokémon. Then, shuffle your deck.",{P},n/a
1079,747,Mega Gardevoir ex,Mega Symphonia,PSYCHIC,1,0,0.0,This attack does 50 damage for each {P} Energy attached to all of your Pokémon.,{P},50×
1080,748,Shedinja,Damage Beat,PSYCHIC,1,0,0.0,This attack does 20 damage for each damage counter on your opponent’s Active Pokémon.,{P},20×
1081,749,Spoink,Triple Spin,PSYCHIC,1,0,0.0,Flip 3 coins. This attack does 10 damage for each heads.,{P},10×
1082,750,Grumpig,Psychic Sphere,PSYCHIC;COLORLESS;COLORLESS,3,60,20.0,,{P}●●,60
1083,751,Xerneas,Geo Gate,PSYCHIC,1,0,0.0,"Search your deck for up to 3 Basic {P} Pokémon and put them onto your Bench. Then, shuffle your deck.",{P},n/a
1084,751,Xerneas,Bright Horns,PSYCHIC;PSYCHIC;COLORLESS,3,120,40.0,"During your next turn, this Pokémon can’t use Bright Horns.",{P}{P}●,120
1085,752,Greavard,Stampede,PSYCHIC,1,10,10.0,,{P},10
1086,752,Greavard,Take Down,PSYCHIC;COLORLESS,2,40,20.0,This Pokémon also does 10 damage to itself.,{P}●,40
1087,753,Houndstone,Horrifying Bite,PSYCHIC,1,30,30.0,"Flip a coin until you get tails. For each heads, choose a random card from your opponent’s hand. Your opponent reveals those cards and shuffles them into their deck.",{P},30
1088,753,Houndstone,Hammer In,PSYCHIC;PSYCHIC;COLORLESS,3,130,43.33,,{P}{P}●,130
1089,754,Mega Latias ex,Strafe,COLORLESS,1,40,40.0,You may switch this Pokémon with 1 of your Benched Pokémon.,●,40
1090,754,Mega Latias ex,Illusory Impulse,FIRE;PSYCHIC;COLORLESS,3,300,100.0,Discard all Energy from this Pokémon.,{R}{P}●,300
1091,755,Latios,Dragon Claw,WATER;PSYCHIC;COLORLESS,3,130,43.33,,{W}{P}●,130
1092,756,Mega Kangaskhan ex,Rapid-Fire Combo,COLORLESS;COLORLESS;COLORLESS,3,200,66.67,Flip a coin until you get tails. This attack does 50 more damage for each heads.,●●●,200
1093,757,Delibird,Quick Gift,COLORLESS,1,0,0.0,"If you go first, you can use this attack during your first turn. Search your deck for a card and put it into your hand. Then, shuffle your deck.",●,n/a
1094,757,Delibird,Gentle Slap,COLORLESS;COLORLESS,2,30,15.0,,●●,30
1095,758,Buneary,Charm,COLORLESS,1,0,0.0,"During your opponent’s next turn, attacks used by the Defending Pokémon do 20 less damage (before applying Weakness and Resistance).",●,n/a
1096,758,Buneary,Skip,COLORLESS,1,10,10.0,,●,10
1097,759,Lopunny,Dashing Kick,COLORLESS,1,0,0.0,This attack does 50 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),●,n/a
1098,759,Lopunny,Spiral Kick,COLORLESS;COLORLESS,2,60,30.0,,●●,60
1099,760,Stufful,Light Punch,COLORLESS,1,10,10.0,,●,10
1100,760,Stufful,Flop,COLORLESS;COLORLESS,2,20,10.0,,●●,20
1101,761,Bewear,Knuckle Punch,COLORLESS;COLORLESS,2,50,25.0,,●●,50
1102,761,Bewear,Hyper Lariat,COLORLESS;COLORLESS;COLORLESS,3,100,33.33,"Flip 2 coins. If both of them are heads, this attack does 100 more damage.",●●●,100
1103,762,Snubbull,Tackle,PSYCHIC;COLORLESS,2,20,10.0,,{P}●,20
1104,763,Granbull,Bite,PSYCHIC;COLORLESS,2,50,25.0,,{P}●,50
1105,763,Granbull,Finishing Blow,PSYCHIC;PSYCHIC;COLORLESS,3,90,30.0,"If your opponent’s Active Pokémon already has any damage counters on it, this attack does 90 more damage.",{P}{P}●,90
1106,764,Cresselia,Swelling Light,PSYCHIC,1,0,0.0,"Search your deck for up to 2 Basic {P} Energy cards and attach them to this Pokémon. Then, shuffle your deck.",{P},n/a
1107,764,Cresselia,Aurora Beam,PSYCHIC;PSYCHIC;COLORLESS,3,90,30.0,,{P}{P}●,90
1108,765,Meloetta,Soothing Melody,PSYCHIC,1,0,0.0,Heal 120 damage from 1 of your Benched {P} Pokémon.,{P},n/a
1109,765,Meloetta,Magical Shot,PSYCHIC;COLORLESS,2,50,25.0,,{P}●,50
1110,766,Mega Diancie ex,Garland Ray,PSYCHIC;PSYCHIC,2,0,0.0,"Discard up to 2 Energy cards from this Pokémon, and this attack does 120 damage for each card you discarded in this way.",{P}{P},120×
1111,767,Mimikyu,Call for Family,COLORLESS,1,0,0.0,"Search your deck for a Basic Pokémon and put it onto your Bench. Then, shuffle your deck.",●,n/a
1112,767,Mimikyu,Scratch,PSYCHIC,1,20,20.0,,{P},20
1113,768,Milcery,Draining Kiss,PSYCHIC,1,10,10.0,Heal 10 damage from this Pokémon.,{P},10
1114,769,Alcremie,Sweet Circle,PSYCHIC,1,0,0.0,This attack does 20 damage for each of your Pokémon in play.,{P},20×
1115,770,Gastly,Petty Grudge,DARKNESS,1,10,10.0,,{D},10
1116,771,Haunter,Spooky Shot,DARKNESS,1,40,40.0,,{D},40
1117,772,Mega Gengar ex,Void Gale,DARKNESS;DARKNESS,2,230,115.0,Move an Energy from this Pokémon to 1 of your Benched Pokémon.,{D}{D},230
1118,773,Murkrow,Ambush,DARKNESS,1,10,10.0,"Flip a coin. If heads, this attack does 20 more damage.",{D},10
1119,774,Honchkrow,Wind of Darkness,DARKNESS,1,30,30.0,,{D},30
1120,774,Honchkrow,Sniping Feathers,DARKNESS;DARKNESS;COLORLESS,3,0,0.0,"Discard 2 Energy from this Pokémon, and this attack does 120 damage to 1 of your opponent’s Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)",{D}{D}●,n/a
1121,775,Sableye,Cocky Claw,DARKNESS,1,20,20.0,"If you have any Stage 2 {D} Pokémon on your Bench, this attack does 70 more damage.",{D},20
